Name,Age,Nationality,Overall,Potential,Club,Value,Wage
C. Wilkinson,22,Republic of Ireland,64,67,Gillingham,575000,3000
M. Thurnwald,18,Austria,64,74,SK Rapid Wien,575000,3000
M. Wachs,21,Germany,64,72,VfL Osnabrueck,575000,3000
K. Jackson,23,England,64,67,Accrington Stanley,575000,3000
M. Bossaerts,20,Belgium,64,72,KV Oostende,575000,3000
Victor Mena,22,Spain,64,72,Córdoba CF,575000,3000
D. Khamdamov,20,Uzbekistan,63,72,FC Anzhi Makhachkala,575000,3000
K. Anderson,22,England,63,72,Swindon Town,575000,3000
W. Kanga,19,Ivory Coast,63,73,Angers SCO,575000,3000
P. Šteinbors,31,Latvia,68,68,Arka Gdynia,550000,3000
C. Cortes,33,Chile,68,68,CD Palestino,550000,3000
S. Eastwood,28,England,66,68,Oxford United,550000,3000
M. Birighitti,26,Australia,66,69,NAC Breda,550000,3000
M. Woods,31,Scotland,66,66,Partick Thistle F.C.,550000,3000
F. Antunes,25,France,65,67,Sint-Truidense VV,550000,3000
S. Clemence,29,France,65,65,Tours FC,550000,3000
A. Götz,23,Germany,65,67,Roda JC Kerkrade,550000,3000
Lee Ki Je,25,Korea Republic,65,67,Suwon Samsung Bluewings,550000,3000
D. McMillan,28,Republic of Ireland,65,65,St. Johnstone FC,550000,3000
Evandro,29,Brazil,65,65,FC Seoul,550000,3000
B. Vriends,26,Netherlands,65,67,Sparta Rotterdam,550000,3000
F. Brustad,28,Norway,65,65,Molde FK,550000,3000
Quintanilla,26,Spain,65,68,Córdoba CF,550000,3000
A. Rose,27,Australia,65,65,Motherwell,550000,3000
D. Templeton,28,Scotland,65,65,Hamilton Academical FC,550000,3000
M. Lackner,26,Austria,65,68,FC Admira Wacker Mödling,550000,3000
Z. Ondrašek,28,Czech Republic,65,65,Wisła Kraków,550000,3000
J. Simpson,28,England,65,65,Philadelphia Union,550000,3000
Fabio Ferreira,28,Portugal,65,65,Sydney FC,550000,3000
C. Evina,25,Cameroon,65,68,Crawley Town,550000,3000
Chumbi,28,Spain,65,65,Lorca Deportiva CF,550000,3000
F. Strauss,22,Austria,64,71,FC Admira Wacker Mödling,550000,3000
A. Sarcevic,25,England,64,66,Plymouth Argyle,550000,3000
D. Chima Chukwu,26,Nigeria,64,65,Molde FK,550000,3000
D. Parrett,25,England,64,66,AFC Wimbledon,550000,3000
A. Monsecour,21,Belgium,64,71,Sporting Lokeren,550000,3000
R. Bowman,25,England,64,65,Motherwell,550000,3000
C. Burke,25,Jamaica,64,65,Philadelphia Union,550000,3000
S. Aygueneş,26,Turkey,64,65,SV Sandhausen,550000,3000
T. Eaves,25,England,64,65,Gillingham,550000,3000
P. Gregor,23,Denmark,64,71,FC Helsingør,550000,3000
E. Mwepu,19,Zambia,63,72,FC Red Bull Salzburg,550000,3000
P. Safranko,22,Slovakia,63,71,Aalborg BK,550000,3000
Andoni López,21,Spain,63,74,Athletic Club de Bilbao,550000,3000
L. O'Nien,22,England,63,72,Wycombe Wanderers,550000,3000
Samu Araújo,21,Spain,63,74,FC Barcelona B,550000,3000
M. Kone,20,Senegal,63,71,SG Dynamo Dresden,550000,3000
M. Eisa,22,Sudan,63,71,Cheltenham Town,550000,3000
R. Migone,21,Argentina,62,74,Club Atletico Patronato,550000,3000
H. Anderson,20,England,62,74,Lincoln City,550000,3000
M. Multhaup,20,Germany,62,74,1. FC Heidenheim,550000,3000
J. Quintero,20,Ecuador,61,75,Real Betis Balompie,550000,3000
L. Tupta,19,Slovakia,61,76,Hellas Verona,550000,3000
Kim Ho Jun,33,Korea Republic,69,69,Gangwon FC,525000,3000
C. Grindheim,33,Norway,68,68,FK Haugesund,525000,3000
L. Narvaez,32,Colombia,68,68,CPD Junior Barranquilla,525000,3000
Y. Anchico,33,Colombia,68,68,Independiente Medellin,525000,3000
C. Masuda,32,Japan,68,68,Shimizu S-Pulse,525000,3000
J. Fuentes,33,Chile,68,68,Deportes Iquique,525000,3000
G. Deneuve,32,France,68,68,Bourg en Bresse Peronnas 01,525000,3000
H. Dellafiore,32,Italy,68,68,Perugia,525000,3000
A. Coda,32,Italy,68,68,Pescara,525000,3000
S. Gozzi,31,Italy,67,67,Vercelli,525000,3000
J. Hernandez,31,Colombia,67,67,Independiente Medellin,525000,3000
S. Carrasco,28,United States,66,66,LA Galaxy,525000,3000
S. Brandy,32,Germany,66,66,DSC Arminia Bielefeld,525000,3000
J. Bøge,27,Denmark,66,66,Hobro IK,525000,3000
T. Tchani,28,Cameroon,66,66,Chicago Fire Soccer Club,525000,3000
D. McCrory,27,Republic of Ireland,66,66,Burton Albion,525000,3000
I. Henderson,32,England,66,66,Rochdale,525000,3000
C. Cercado,28,Mexico,66,66,Lobos de la BUAP,525000,3000
A. Piech,32,Poland,66,66,Śląsk Wrocław,525000,3000
Mario Ortiz,28,Spain,66,66,C.D. Leonesa S.A.D.,525000,3000
Mandi,28,Spain,66,66,UD Almeria,525000,3000
W. van der Steen,27,Netherlands,66,68,SC Heerenveen,525000,3000
C. Nöthe,29,Germany,65,65,DSC Arminia Bielefeld,525000,3000
A. Wordsworth,28,England,65,65,Southend United,525000,3000
E. Andrade,29,Mexico,65,65,Tiburones Rojos de Veracruz,525000,3000
M. Martin,28,France,65,65,Heart of Midlothian,525000,3000
D. Andrew,26,England,65,66,Doncaster Rovers,525000,3000
Aridane,30,Spain,65,65,Albacete Balompie,525000,3000
A. Jovanović,24,Serbia,65,70,Aarhus GF,525000,3000
D. Mikanović,23,Croatia,64,71,Aarhus GF,525000,3000
R. Jenkins,26,England,64,65,Hamilton Academical FC,525000,3000
L. Sosa,23,Argentina,64,70,Club Atletico Patronato,525000,3000
G. Francomb,25,England,64,65,AFC Wimbledon,525000,3000
M. Pinto,23,Argentina,64,71,Temperley,525000,3000
R. Dow,26,Scotland,64,65,Ross County FC,525000,3000
J. Wright,22,Wales,64,70,Doncaster Rovers,525000,3000
Y. Ito,23,Japan,64,71,Kashima Antlers,525000,3000
H. Shimoda,25,Japan,64,65,Kawasaki Frontale,525000,3000
N. Ghandri,22,Tunisia,64,70,Royal Antwerp FC,525000,3000
F. Cuvelier,24,Belgium,64,65,Walsall,525000,3000
G. Mutombo,21,France,63,73,US Orleans Loiret Football,525000,3000
G. Rea,22,Republic of Ireland,63,73,Luton Town,525000,3000
S. Coulthirst,22,England,63,69,Barnet,525000,3000
L. McAlinden,23,Republic of Ireland,63,70,Exeter City,525000,3000
A. Confais,20,France,63,73,ES Troyes AC,525000,3000
M. Litka,21,Germany,62,73,FC St. Pauli,525000,3000
A. Ouahim,19,Germany,62,74,1. FC Köln,525000,3000
A. Ramsdale,19,England,62,79,Chesterfield,525000,3000
M. Richter,19,Germany,62,74,FC Augsburg,525000,3000
S. Pesce,34,Italy,69,69,Cremonese,500000,3000
D. Buzzegoli,34,Italy,69,69,Ascoli,500000,3000
D. Sanchez,30,Chile,67,67,Unión Española,500000,3000
L. Nienhuis,27,Netherlands,66,67,Sparta Rotterdam,500000,3000
S. Mielitz,27,Germany,66,67,SønderjyskE,500000,3000
N. Adler,32,Germany,66,66,FC Erzgebirge Aue,500000,3000
S. Neville,28,Australia,66,66,Perth Glory,500000,3000
M. Sanchez,29,Argentina,66,66,Melbourne Victory,500000,3000
E. Alexander,29,United States,66,66,Houston Dynamo,500000,3000
B. Coker,28,England,66,66,Southend United,500000,3000
C. Schuler,29,United States,66,66,Orlando City Soccer Club,500000,3000
M. Smith,28,Northern Ireland,66,66,Heart of Midlothian,500000,3000
B. Augustyn,29,Poland,66,66,Lechia Gdańsk,500000,3000
D. Charles,29,England,66,66,AFC Wimbledon,500000,3000
Kim Dong Woo,29,Korea Republic,66,66,FC Seoul,500000,3000
C. Warner,29,United States,66,66,Minnesota United,500000,3000
Lee Sang Ho,30,Korea Republic,65,65,FC Seoul,500000,3000
B. Hušidić,30,Bosnia Herzegovina,65,65,LA Galaxy,500000,3000
A. Martin,27,England,65,66,Oxford United,500000,3000
J. Blomberg,30,Sweden,65,65,Colorado Rapids,500000,3000
L. Neagle,30,United States,65,65,Seattle Sounders FC,500000,3000
N. Devlin,23,Scotland,64,68,Walsall,500000,3000
D. Donohue,23,Wales,64,68,Portsmouth,500000,3000
J. Donacien,23,St Lucia,64,68,Accrington Stanley,500000,3000
D. Pedersen,24,Denmark,64,68,Aarhus GF,500000,3000
J. Straus,23,Poland,64,69,Sandecja Nowy Sącz,500000,3000
J. Van Damme,25,Belgium,64,69,Waasland-Beveren,500000,3000
H. Delbridge,25,Australia,64,68,Melbourne City,500000,3000
Alex Vallejo,25,Spain,64,68,Córdoba CF,500000,3000
C. Tilt,25,England,64,69,Blackpool,500000,3000
D. Daniels,23,Montserrat,64,69,Wigan Athletic,500000,3000
S. Jakubiak,24,Germany,64,68,Heracles Almelo,500000,3000
C. Robertson,23,Scotland,64,68,Blackpool,500000,3000
M. Connolly,25,Republic of Ireland,64,69,Crawley Town,500000,3000
M. De Iriondo,24,Argentina,64,68,Unión de Santa Fe,500000,3000
R. Edwards,23,England,64,68,Plymouth Argyle,500000,3000
Noblejas,24,Spain,64,69,Córdoba CF,500000,3000
F. Møller,23,Denmark,64,69,Aarhus GF,500000,3000
S. Sama,24,Germany,64,69,VfL Osnabrueck,500000,3000
A. Jahn,26,United States,64,64,Columbus Crew SC,500000,3000
M. Hvilsom,24,Denmark,63,68,SønderjyskE,500000,3000
R. Brown,21,England,63,68,Forest Green,500000,3000
Sarriegi,22,Spain,63,70,SD Eibar,500000,3000
D. Watari,24,Japan,63,67,Sanfrecce Hiroshima,500000,3000
G. Nutz,23,Austria,63,69,Wolfsberger AC,500000,3000
João Victor,23,Brazil,63,69,LASK Linz,500000,3000
H. Nakagawa,22,Japan,63,68,Kashiwa Reysol,500000,3000
D. Opazo,20,Argentina,62,72,Newell's Old Boys,500000,3000
Ángel López,20,Spain,62,72,SD Eibar,500000,3000
D. Widemann,20,Germany,62,72,1. FC Heidenheim,500000,3000
E. Sanchez,17,Mexico,61,75,Pachuca,500000,3000
J. Torres,17,Mexico,61,76,Club Atlas,500000,3000
A. Al Dawsari,19,Saudi Arabia,61,75,Al Nassr,500000,3000
A. Caracciolo,35,Italy,69,69,Brescia,475000,3000
L. Castaldo,35,Italy,69,69,Avellino,475000,3000
F. Mazzeo,33,Italy,67,67,Foggia,475000,3000
T. Thelin,33,Sweden,67,67,Jönköpings Södra IF,475000,3000
E. Manjedo,33,Chile,67,67,CD Universidad de Concepción,475000,3000
N. Meriz,33,Chile,67,67,Everton de Viña del Mar,475000,3000
P. Frattali,31,Italy,67,67,Parma,475000,3000
S. Bouhours,30,France,66,66,Stade de Reims,475000,3000
Iñaki Saenz,29,Spain,66,66,CD Tenerife,475000,3000
Augusto,29,Portugal,66,66,Śląsk Wrocław,475000,3000
A. Auassar,30,Netherlands,66,66,Roda JC Kerkrade,475000,3000
D. Toth,30,Austria,66,66,FC Admira Wacker Mödling,475000,3000
M. Wasiluk,30,Poland,66,66,Jagiellonia Białystok,475000,3000
A. Fernandez,31,Uruguay,65,65,San Martin de San Juan,475000,3000
R. Kiernan,26,Republic of Ireland,65,65,Southend United,475000,3000
D. Bowditch,31,England,65,65,Stevenage,475000,3000
T. Coremans,26,Netherlands,65,68,ADO Den Haag,475000,3000
L. Leahy,24,England,64,67,Walsall,475000,3000
D. Redmond,26,England,64,64,Hamilton Academical FC,475000,3000
M. Ihiekwe,24,England,64,67,Rotherham United,475000,3000
B. McKay,28,Northern Ireland,64,64,Ross County FC,475000,3000
F. Milo,25,Argentina,64,67,Arsenal de Sarandi,475000,3000
L. Mancinelli,27,Argentina,64,64,Bahia Blanca,475000,3000
A. Wenger,26,United States,64,64,Houston Dynamo,475000,3000
D. Powell,26,England,64,64,Northampton Town,475000,3000
N. Cameron,25,England,64,67,Bury,475000,3000
A. Eastham,26,England,64,67,Fleetwood Town,475000,3000
B. Grant,27,England,64,64,Fleetwood Town,475000,3000
T. Ebner,25,Austria,64,67,FC Admira Wacker Mödling,475000,3000
T. Inukai,24,Japan,64,67,Kashima Antlers,475000,3000
Cristóvam,26,Brazil,64,64,Suwon Samsung Bluewings,475000,3000
J. Tjørnelund,25,Denmark,64,67,Hobro IK,475000,3000
L. O'Neill,25,England,64,67,Gillingham,475000,3000
M. Dembele,28,Mali,64,64,Le Havre AC,475000,3000
Cho Ji Hun,27,Korea Republic,64,64,Suwon Samsung Bluewings,475000,3000
L. Ćirković,24,Serbia,64,67,FC Luzern,475000,3000
T. Aldred,26,Scotland,64,67,Motherwell,475000,3000
E. Martinez,26,Uruguay,64,64,Colorado Rapids,475000,3000
M. Godden,25,England,63,66,Stevenage,475000,3000
Pak Kwang Ryong,24,Korea DPR,63,66,SKN St. Pölten,475000,3000
H. Al Amiri,23,Saudi Arabia,63,67,Al Qadisiyah,475000,3000
H. Muñoz,22,Mexico,63,71,Club Tijuana,475000,3000
B. Gladwin,25,England,63,68,Blackburn Rovers,475000,3000
C. Doidge,24,Wales,63,66,Forest Green,475000,3000
J. Marchioni,24,Argentina,63,68,Club Atletico Patronato,475000,3000
B. Reeves,25,Northern Ireland,63,66,Charlton Athletic,475000,3000
B. Gschweidl,21,Austria,62,71,Wolfsberger AC,475000,3000
R. Schlegel,20,Argentina,62,74,Racing Club de Avellaneda,475000,3000
N. Andreev,19,Russia,62,72,FC Anzhi Makhachkala,475000,3000
D. Gnaase,20,Germany,62,72,1. FC Heidenheim,475000,3000
M. Bundu,20,Sierra Leone,62,71,Aarhus GF,475000,3000
M. Mandron,22,France,62,71,Colchester United,475000,3000
S. Sadzoute,19,France,61,76,LOSC Lille,475000,3000
R. Droehnle,18,France,61,75,LOSC Lille,475000,3000
D. Braaten,35,Norway,69,69,SK Brann,450000,3000
C. Espinosa,34,Chile,68,68,Curicó Unido,450000,3000
J. Leutwiler,28,Canada,66,66,Blackburn Rovers,450000,3000
H. Zeinstra,27,Netherlands,65,67,Heracles Almelo,450000,3000
F. Kurto,26,Poland,65,67,Roda JC Kerkrade,450000,3000
G. Marinelli,28,Argentina,65,67,Colon de Santa Fe,450000,3000
O. Hein,27,Germany,65,65, SSV Jahn Regensburg,450000,3000
M. Bittolo,27,Argentina,65,65,Albacete Balompie,450000,3000
G. Nijholt,27,Netherlands,65,65,NAC Breda,450000,3000
S. Conneely,28,Republic of Ireland,65,65,Accrington Stanley,450000,3000
J. Mills,27,England,65,65,Perth Glory,450000,3000
Y. Maruyama,28,Japan,65,65,F.C. Tokyo,450000,3000
C. Gutierrez,27,Mexico,65,65,Puebla,450000,3000
L. Brown,26,England,65,65,Bristol Rovers,450000,3000
F. Duplus,27,France,65,65,RC Lens,450000,3000
A. Damen,27,Netherlands,65,67,Excelsior,450000,3000
M. Nielsen,26,Denmark,64,66,AC Horsens,450000,3000
D. Veselinović,29,Serbia,64,64,GFC Ajaccio,450000,3000
H. Dijkhuizen,25,Netherlands,64,66,Roda JC Kerkrade,450000,3000
R. Brindley,24,England,64,66,Barnet,450000,3000
M. Blair,28,England,64,64,Doncaster Rovers,450000,3000
M. Ehmer,25,Germany,64,65,Gillingham,450000,3000
I. Kovačec,29,Croatia,64,64,FC Seoul,450000,3000
F. Ruberto,24,Switzerland,64,70,FC Thun,450000,3000
Y. Ayguen,21,Turkey,64,69,Göztepe,450000,3000
J. O'Toole,28,Republic of Ireland,64,64,Northampton Town,450000,3000
S. Inagaki,25,Japan,63,66,Sanfrecce Hiroshima,450000,3000
R. Ranftl,25,Austria,63,64,LASK Linz,450000,3000
A. Mozo,20,Mexico,63,70,U.N.A.M.,450000,3000
Pedro López,22,Spain,63,73,Real Betis Balompie,450000,3000
M. Tombakti,23,Saudi Arabia,63,70,Al Fayha,450000,3000
Azkue,21,Spain,62,73,SD Eibar,450000,3000
G. Asis,21,Argentina,62,73,Independiente,450000,3000
S. Lobjanidze,22,Georgia,62,70,Randers FC,450000,3000
B. Comley,21,Montserrat,62,70,Colchester United,450000,3000
G. Wuethrich,22,Switzerland,62,73,BSC Young Boys,450000,3000
D. Ibañez,22,Argentina,62,71,Bahia Blanca,450000,3000
C. Villagra,21,Argentina,61,73,Banfield,450000,3000
A. Dursun,18,Turkey,61,75,Trabzonspor,450000,3000
Y. N'gakoutou,18,France,61,79,AS Monaco,450000,3000
J. Klinsmann,20,United States,61,75,Hertha BSC Berlin,450000,3000
B. Verite,18,France,61,78,LOSC Lille,450000,3000
C. Senior,20,England,61,73,Colchester United,450000,3000
D. Jaiyesimi,19,England,60,74,Grimsby Town,450000,3000
M. Skenderović,19,Montenegro,60,76,TSG 1899 Hoffenheim,450000,3000
M. Ashimeru,19,Ghana,60,77,Wolfsberger AC,450000,3000
P. Smyth,19,Northern Ireland,60,74,Queens Park Rangers,450000,3000
M. Köhlert,19,Germany,60,75,Hamburger SV,450000,3000
A. Mantovani,33,Italy,69,69,Novara,425000,3000
P. Sammarco,34,Italy,68,68,Frosinone,425000,3000
J. Arvidsson,32,Sweden,67,67,IK Sirius,425000,3000
Henrique,32,Brazil,65,65,Brisbane Roar,425000,3000
Leandro,32,Brazil,65,65,Vissel Kobe,425000,3000
B. Moloney,28,Republic of Ireland,65,65,Northampton Town,425000,3000
C. N'Toko,29,Belgium,65,65,NAC Breda,425000,3000
M. Papadopulos,32,Czech Republic,65,65,Piast Gliwice,425000,3000
Victor Diaz,26,Spain,64,65,C.D. Leonesa S.A.D.,425000,3000
Dani Rodriguez,29,Spain,64,64,Albacete Balompie,425000,3000
L. Burnet,26,Netherlands,64,65,Excelsior,425000,3000
C. Sammon,30,Republic of Ireland,64,64,Partick Thistle F.C.,425000,3000
L. Martinez,30,Mexico,64,64,Tiburones Rojos de Veracruz,425000,3000
S. Zwierschitz,26,Austria,64,65,FC Admira Wacker Mödling,425000,3000
S. Velazquez,26,Argentina,64,65,Arsenal de Sarandi,425000,3000
D. Schmidt,25,Netherlands,64,65,SC Heerenveen,425000,3000
Q. Beunardeau,23,France,64,68,FC Metz,425000,3000
A. Barcham,30,England,64,64,AFC Wimbledon,425000,3000
L. Labylle,26,Belgium,64,65,VVV-Venlo,425000,3000
O. Özenç,24,Turkey,64,69,Antalyaspor,425000,3000
C. Andrew,30,England,64,64,Rochdale,425000,3000
N. Hazzazi,24,Saudi Arabia,63,68,Al Qadisiyah,425000,3000
J. Lefort,23,France,63,69,US Quevilly-Rouen,425000,3000
C. Treviño,24,Mexico,63,68,Lobos de la BUAP,425000,3000
M. Aratore,26,Switzerland,63,64,FC St. Gallen,425000,3000
A. Al Shammari,23,Saudi Arabia,63,69,Al Taawoun,425000,3000
P. Stronati,22,Czech Republic,63,69,FK Austria Wien,425000,3000
Ruan,23,Brazil,63,68,FK Austria Wien,425000,3000
L. Schoofs,20,Belgium,62,72,NAC Breda,425000,3000
O. Steurer,22,Germany,62,72,1. FC Heidenheim,425000,3000
Bruno,23,Brazil,62,69,LASK Linz,425000,3000
L. Lencinas,22,Argentina,62,69,Godoy Cruz,425000,3000
B. Silva,18,Mexico,62,71,U.N.A.M.,425000,3000
Alberto,20,Spain,62,72,Getafe CF,425000,3000
T. Erlandsson,20,Sweden,62,74,AFC Eskilstuna,425000,3000
Fran Manzanera,20,Spain,62,72,Levante UD,425000,3000
B. Walker,21,England,61,72,Crewe Alexandra,425000,3000
A. Poulsen,17,Denmark,61,74,FC Midtjylland,425000,3000
Álex Dos Santos,18,Brazil,61,75,Atletico Madrid,425000,3000
A. Fontana,21,Argentina,61,71,Banfield,425000,3000
L. Vega,21,Argentina,61,74,San Martin de San Juan,425000,3000
C. Calderón,20,Mexico,61,74,Club Atlas,425000,3000
D. Otto,18,Germany,60,80,TSG 1899 Hoffenheim,425000,3000
J. Calero,18,Colombia,60,76,Pachuca,425000,3000
A. Bunjaku,33,Kosovo,66,66,FC Erzgebirge Aue,400000,3000
A. Considine,30,Scotland,65,65,Aberdeen,400000,3000
L. Burliga,29,Poland,65,65,Jagiellonia Białystok,400000,3000
M. Pietrowski,29,Poland,65,65,Piast Gliwice,400000,3000
M. Hughes,30,England,65,65,Accrington Stanley,400000,3000
J. Tosik,30,Poland,65,65,Zagłębie Lubin,400000,3000
A. Scifo,29,Argentina,65,65,Temperley,400000,3000
Ha Dae Sung,32,Korea Republic,65,65,FC Seoul,400000,3000
C. McCann,29,Republic of Ireland,65,65,Atlanta United FC,400000,3000
F. Rosso,30,Argentina,65,65,Chacarita Juniors,400000,3000
M. Guzman,32,Argentina,65,65,Club Atletico Patronato,400000,3000
R. Martinez,26,Argentina,64,68,Godoy Cruz,400000,3000
T. Broadbent,25,England,64,64,Bristol Rovers,400000,3000
D. Oduro,31,Ghana,64,64,Montreal Impact,400000,3000
C. McDonald,31,England,64,64,AFC Wimbledon,400000,3000
P. Heredia,27,Argentina,64,68,Belgrano de Córdoba,400000,3000
D. Orgill,27,Jamaica,63,63,Wolfsberger AC,400000,3000
Roneiro Chissano,25,Brazil,63,63,Avai Futebol Clube,400000,3000
Josi Mouraldo,25,Brazil,63,63,Vitória ,400000,3000
P. Wessely,23,Austria,63,68,SKN St. Pölten,400000,3000
S. Mueller,21,Germany,63,71,1. FC Köln,400000,3000
R. Gaffney,27,Republic of Ireland,63,63,Bristol Rovers,400000,3000
G. Taft,23,England,63,67,Cambridge United,400000,3000
R. Lambe,26,Bermuda,63,63,Carlisle United,400000,3000
D. Stec,23,Austria,63,68,SKN St. Pölten,400000,3000
M. Benning,23,England,63,67,Mansfield Town,400000,3000
T. Sana,27,Sweden,63,63,Aarhus GF,400000,3000
A. Mehmeti,27,Albania,63,63,Oxford United,400000,3000
B. Knott,24,England,62,67,Rochdale,400000,3000
Cristian,22,Spain,62,71,SD Eibar,400000,3000
J. Rhyner,21,Peru,62,70,Grasshopper Club Zuerich,400000,3000
S. Jovanović,23,Serbia,62,67,Wolfsberger AC,400000,3000
M. Evouna,24,Gabon,62,67,Atiker Konyaspor,400000,3000
P. Sarr,24,Senegal,62,67,FC Zuerich,400000,3000
S. Nkansah,21,Germany,62,71,Eintracht Braunschweig,400000,3000
J. Keller,22,Switzerland,62,71,FC St. Pauli,400000,3000
I. Govea,20,Mexico,62,71,Club Atlas,400000,3000
R. Brunt,24,England,62,66,Exeter City,400000,3000
L. Petry,24,Denmark,62,66,FC Nordsjælland,400000,3000
D. Gape,22,England,62,67,Wycombe Wanderers,400000,3000
P. Puchegger,22,Austria,62,71,SK Sturm Graz,400000,3000
L. Enoh,24,Cameroon,62,65,Sporting Lokeren,400000,3000
D. Wright,22,England,61,70,Colchester United,400000,3000
L. Amarilla,21,Paraguay,61,70,Velez Sarsfield,400000,3000
Manu Morlanes,18,Spain,61,72,Villarreal CF,400000,3000
A. Cervantes,19,Mexico,60,77,Guadalajara,400000,3000
R. Guel,16,Turkey,60,77,Galatasaray SK,400000,3000
R. Schmid,17,Austria,60,80,FC Red Bull Salzburg,400000,3000
Tachi,19,Spain,60,77,Atletico Madrid,400000,3000
G. Makhatadze,19,Russia,60,76,FC SKA-Energiya Khabarovsk,400000,3000
E. Ampadu,16,Wales,60,85,Chelsea,400000,3000
M. Demir,19,Turkey,60,73,Hannover 96,400000,3000
A. Mengoni,33,Italy,68,68,Ascoli,375000,3000
T. Renault,33,France,67,67,US Orleans Loiret Football,375000,3000
C. Valeri,32,Australia,66,66,Melbourne Victory,375000,3000
F. Farnolle,32,Benin,66,66,Evkur Yeni Malatyaspor,375000,3000
G. Porras,33,Uruguay,66,66,Bahia Blanca,375000,3000
Jose Semedo,32,Portugal,66,66,Vitória Setúbal,375000,3000
J. Jones,28,England,65,65,Wigan Athletic,375000,3000
M. Castro,29,Uruguay,65,65,Unión de Santa Fe,375000,3000
I. Boggino,31,Argentina,65,65,Temperley,375000,3000
J. Rask,28,Denmark,65,65,Hobro IK,375000,3000
J. Ayala,29,Argentina,65,65,Temperley,375000,3000
N. Larsen,26,Denmark,64,66,FC Nordsjælland,375000,3000
A. Tahar,27,Algeria,64,64,Boavista FC,375000,3000
D. van Crooij,26,Netherlands,64,66,VVV-Venlo,375000,3000
D. Leadbitter,26,England,64,64,Bristol Rovers,375000,3000
S. Balić,27,Montenegro,64,64,Zagłębie Lubin,375000,3000
N. Hengelman,27,Netherlands,64,66,FC Twente,375000,3000
M. Harriman,24,Republic of Ireland,63,65,Wycombe Wanderers,375000,3000
R. Laursen,25,Denmark,63,66,Odense Boldklub,375000,3000
M. Topčagić,29,Austria,63,63,Wolfsberger AC,375000,3000
M. Vatsadze,28,Georgia,63,63,Silkeborg IF,375000,3000
J. Castillo,22,Mexico,63,69,U.N.A.M.,375000,3000
S. Kukuruzović,28,Croatia,63,63,FC St. Gallen,375000,3000
T. Brown,26,Wales,63,65,Exeter City,375000,3000
S. Miller,29,England,63,63,Crewe Alexandra,375000,3000
M. Caillard,23,France,63,69,En Avant de Guingamp,375000,3000
B. Janeczek,25,Austria,63,64,SCR Altach,375000,3000
A. Gagliardi,27,Argentina,63,63,Chacarita Juniors,375000,3000
F. Montero,28,Argentina,63,63,Argentinos Juniors,375000,3000
